Component,Name,Start_Time,End_Time,Total_Time,Assembly_Time,Main_Assembly_Time,Transport_Time,Status,Transport_Delay
Processor,Processor_28,0.0,1800.753733111114,1800.753733111114,29.0,5.0,3.0,Success,-1763.753733111114
Storage,Storage_28,0.0,1808.8181618027006,1808.8181618027006,29.0,3.922532588454376,3.0,Success,-1772.8956292142461
Box,Box_28,0.0,1815.8942699364322,1815.8942699364322,29.0,3.922532588454376,3.0,Success,-1779.9717373479778
Computer,Computer_17,,1821.7452276259169,,5.0,,,Success,
PowerSupply,PowerSupply_28,0.0,1823.8984480423526,1823.8984480423526,29.0,5.000000000000001,3.0,Success,-1786.8984480423526
RAM,RAM_28,0.0,1830.8397088834497,1830.8397088834497,29.0,3.3552986512524092,3.0,Success,-1795.4844102321972
Motherboard,Motherboard_28,0.0,1839.806020045984,1839.806020045984,29.0,5.0,3.0,Success,-1802.806020045984
CoolingSystem,CoolingSystem_28,0.0,1848.6301226936946,1848.6301226936946,29.0,4.447731755424063,3.0,Success,-1812.1823909382706
Processor,Processor_29,0.0,1858.3150287773965,1858.3150287773965,30.0,5.0,4.0,Success,-1819.3150287773965
Box,Box_29,0.0,1866.588617062659,1866.588617062659,30.0,3.922532588454376,4.0,Success,-1828.6660844742046
PowerSupply,PowerSupply_29,0.0,1877.1895541411511,1877.1895541411511,30.0,5.000000000000001,4.0,Success,-1838.1895541411511
RAM,RAM_29,0.0,1885.4614201937181,1885.4614201937181,30.0,3.3552986512524092,4.0,Success,-1848.1061215424656
Motherboard,Motherboard_29,0.0,1896.1741307330915,1896.1741307330915,30.0,5.0,4.0,Success,-1857.1741307330915
CoolingSystem,CoolingSystem_29,0.0,1906.0927745465895,1906.0927745465895,30.0,4.447731755424063,4.0,Success,-1867.6450427911655
CoolingSystem,CoolingSystem_14,0.0,1915.8413211399984,1915.8413211399984,15.0,4.447731755424063,4.0,Success,-1892.3935893845744
Processor,Processor_30,0.0,1923.486910473467,1923.486910473467,31.0,5.0,2.0,Success,-1885.486910473467
GraphicsCard,GraphicsCard_30,0.0,1932.1723165756891,1932.1723165756891,31.0,5.0,2.0,Success,-1894.1723165756891
Storage,Storage_30,0.0,1938.8011086723768,1938.8011086723768,31.0,3.922532588454376,2.0,Success,-1901.8785760839223
Computer,Computer_18,,1944.7122781611758,,5.0,,,Success,
Box,Box_30,0.0,1944.7660554631573,1944.7660554631573,31.0,3.922532588454376,2.0,Success,-1907.8435228747028
PowerSupply,PowerSupply_30,0.0,1953.5143500129464,1953.5143500129464,31.0,5.000000000000001,2.0,Success,-1915.5143500129464
RAM,RAM_30,0.0,1959.1956825523273,1959.1956825523273,31.0,3.3552986512524092,2.0,Success,-1922.8403839010748
Motherboard,Motherboard_30,0.0,1967.587225916677,1967.587225916677,31.0,5.0,2.0,Success,-1929.587225916677
CoolingSystem,CoolingSystem_30,0.0,1975.5284210487935,1975.5284210487935,31.0,4.447731755424063,2.0,Success,-1938.0806892933695
Processor,Processor_31,0.0,1985.3682744088908,1985.3682744088908,32.0,5.0,3.0,Success,-1945.3682744088908
GraphicsCard,GraphicsCard_31,0.0,1994.831859670124,1994.831859670124,32.0,5.0,3.0,Success,-1954.831859670124
Storage,Storage_31,0.0,2003.226338562388,2003.226338562388,32.0,3.922532588454376,3.0,Success,-1964.3038059739335
Computer,Computer_19,,2007.5541695135528,,5.0,,,Success,
Box,Box_31,0.0,2011.151087695138,2011.151087695138,32.0,3.922532588454376,3.0,Success,-1972.2285551066834
PowerSupply,PowerSupply_31,0.0,2020.9347510854686,2020.9347510854686,32.0,5.000000000000001,3.0,Success,-1980.9347510854686
RAM,RAM_31,0.0,2028.2371846214082,2028.2371846214082,32.0,3.3552986512524092,3.0,Success,-1989.8818859701557
Motherboard,Motherboard_31,0.0,2037.417821143606,2037.417821143606,32.0,5.0,3.0,Success,-1997.417821143606
Processor,Processor_32,0.0,2047.0961592996598,2047.0961592996598,33.0,5.0,4.0,Success,-2005.0961592996598
GraphicsCard,GraphicsCard_32,0.0,2056.9534228801563,2056.9534228801563,33.0,5.0,4.0,Success,-2014.9534228801563
Storage,Storage_32,0.0,2065.2946603931305,2065.2946603931305,33.0,3.922532588454376,4.0,Success,-2024.372127804676
Box,Box_32,0.0,2073.3405848975785,2073.3405848975785,33.0,3.922532588454376,4.0,Success,-2032.418052309124
PowerSupply,PowerSupply_32,0.0,2083.306843247875,2083.306843247875,33.0,5.000000000000001,4.0,Success,-2041.306843247875
RAM,RAM_32,0.0,2092.4920521064937,2092.4920521064937,33.0,3.3552986512524092,4.0,Success,-2052.1367534552414
Motherboard,Motherboard_32,0.0,2103.3742867417263,2103.3742867417263,33.0,5.0,4.0,Success,-2061.3742867417263
CoolingSystem,CoolingSystem_32,0.0,2112.0624458724333,2112.0624458724333,33.0,4.447731755424063,4.0,Success,-2070.614714117009
Computer,Computer_20,,2117.9689135751187,,5.0,,,Success,
Processor,Processor_33,0.0,2120.503804818142,2120.503804818142,34.0,5.0,2.0,Success,-2079.503804818142
Box,Box_707,0.0,2124.0,2124.0,708.0,3.922532588454376,4.0,Success,-1408.0774674115455
GraphicsCard,GraphicsCard_33,0.0,2129.390578156091,2129.390578156091,34.0,5.0,2.0,Success,-2088.390578156091
Storage,Storage_33,0.0,2136.3623833125616,2136.3623833125616,34.0,3.922532588454376,2.0,Success,-2096.439850724107
PowerSupply,PowerSupply_33,0.0,2143.5709579634217,2143.5709579634217,34.0,5.000000000000001,2.0,Success,-2102.5709579634217
RAM,RAM_33,0.0,2150.044757566639,2150.044757566639,34.0,3.3552986512524092,2.0,Success,-2110.6894589153867
CoolingSystem,CoolingSystem_33,0.0,2156.7522474802677,2156.7522474802677,34.0,4.447731755424063,2.0,Success,-2116.3045157248434
CoolingSystem,CoolingSystem_16,0.0,2166.16083927562,2166.16083927562,17.0,4.447731755424063,3.0,Success,-2141.713107520196
Processor,Processor_34,0.0,2174.68679195414,2174.68679195414,35.0,5.0,3.0,Success,-2131.68679195414
GraphicsCard,GraphicsCard_34,0.0,2184.5678879771713,2184.5678879771713,35.0,5.0,3.0,Success,-2141.5678879771713
Storage,Storage_34,0.0,2192.364923474836,2192.364923474836,35.0,3.922532588454376,3.0,Success,-2150.4423908863814
Box,Box_34,0.0,2199.6042557800492,2199.6042557800492,35.0,3.922532588454376,3.0,Success,-2157.6817231915948
PowerSupply,PowerSupply_34,0.0,2208.632922329506,2208.632922329506,35.0,5.000000000000001,3.0,Success,-2165.632922329506
RAM,RAM_34,0.0,2215.210549263942,2215.210549263942,35.0,3.3552986512524092,3.0,Success,-2173.85525061269
Motherboard,Motherboard_34,0.0,2223.6477562668947,2223.6477562668947,35.0,5.0,3.0,Success,-2180.6477562668947
Computer,Computer_21,,2228.6292826678723,,5.0,,,Success,
CoolingSystem,CoolingSystem_34,0.0,2232.1051812881437,2232.1051812881437,35.0,4.447731755424063,3.0,Success,-2189.6574495327195
Processor,Processor_35,0.0,2241.379407309865,2241.379407309865,36.0,5.0,4.0,Success,-2196.379407309865
GraphicsCard,GraphicsCard_35,0.0,2251.1014080962877,2251.1014080962877,36.0,5.0,4.0,Success,-2206.1014080962877
Storage,Storage_35,0.0,2259.740591292946,2259.740591292946,36.0,3.922532588454376,4.0,Success,-2215.8180587044917
Box,Box_35,0.0,2268.245954080219,2268.245954080219,36.0,3.922532588454376,4.0,Success,-2224.3234214917643
PowerSupply,PowerSupply_35,0.0,2278.8925552351275,2278.8925552351275,36.0,5.000000000000001,4.0,Success,-2233.8925552351275
RAM,RAM_35,0.0,2287.012333583688,2287.012333583688,36.0,3.3552986512524092,4.0,Success,-2243.6570349324356
Motherboard,Motherboard_35,0.0,2297.2163884902943,2297.2163884902943,36.0,5.0,4.0,Success,-2252.2163884902943
Computer,Computer_22,,2303.1713136199314,,5.0,,,Success,
CoolingSystem,CoolingSystem_35,0.0,2306.0234134404222,2306.0234134404222,36.0,4.447731755424063,4.0,Success,-2261.575681684998
PowerSupply,PowerSupply_17,0.0,2315.957369941436,2315.957369941436,18.0,5.000000000000001,4.0,Success,-2288.957369941436
Processor,Processor_36,0.0,2323.55545078581,2323.55545078581,37.0,5.0,2.0,Success,-2279.55545078581
GraphicsCard,GraphicsCard_36,0.0,2331.301157813448,2331.301157813448,37.0,5.0,2.0,Success,-2287.301157813448
Storage,Storage_36,0.0,2338.6068846991006,2338.6068846991006,37.0,3.922532588454376,2.0,Success,-2295.684352110646
Box,Box_36,0.0,2345.8141563459967,2345.8141563459967,37.0,3.922532588454376,2.0,Success,-2302.891623757542
PowerSupply,PowerSupply_36,0.0,2353.471422214201,2353.471422214201,37.0,5.000000000000001,2.0,Success,-2309.471422214201
RAM,RAM_36,0.0,2359.105922435906,2359.105922435906,37.0,3.3552986512524092,2.0,Success,-2316.7506237846537
Motherboard,Motherboard_36,0.0,2366.4115455299743,2366.4115455299743,37.0,5.0,2.0,Success,-2322.4115455299743
Computer,Computer_23,,2371.1378930497617,,5.0,,,Success,
CoolingSystem,CoolingSystem_36,0.0,2373.743116281901,2373.743116281901,37.0,4.447731755424063,2.0,Success,-2330.295384526477
Processor,Processor_37,0.0,2382.6584935672427,2382.6584935672427,38.0,5.0,3.0,Success,-2336.6584935672427
GraphicsCard,GraphicsCard_37,0.0,2392.5456067265714,2392.5456067265714,38.0,5.0,3.0,Success,-2346.5456067265714
Storage,Storage_37,0.0,2401.295753262782,2401.295753262782,38.0,3.922532588454376,3.0,Success,-2356.3732206743275
Box,Box_37,0.0,2409.0633820558,2409.0633820558,38.0,3.922532588454376,3.0,Success,-2364.1408494673456
PowerSupply,PowerSupply_37,0.0,2418.6792416732387,2418.6792416732387,38.0,5.000000000000001,3.0,Success,-2372.6792416732387
Motherboard,Motherboard_37,0.0,2427.9513041959963,2427.9513041959963,38.0,5.0,3.0,Success,-2381.9513041959963
CoolingSystem,CoolingSystem_37,0.0,2436.384397162272,2436.384397162272,38.0,4.447731755424063,3.0,Success,-2390.9366654068476
Motherboard,Motherboard_18,0.0,2443.659148959314,2443.659148959314,19.0,5.0,2.0,Success,-2417.659148959314
Processor,Processor_38,0.0,2452.841699856143,2452.841699856143,39.0,5.0,4.0,Success,-2404.841699856143
GraphicsCard,GraphicsCard_38,0.0,2462.2008792290553,2462.2008792290553,39.0,5.0,4.0,Success,-2414.2008792290553
Storage,Storage_38,0.0,2472.0066336068376,2472.0066336068376,39.0,3.922532588454376,4.0,Success,-2425.084101018383
Box,Box_38,0.0,2481.284171366825,2481.284171366825,39.0,3.922532588454376,4.0,Success,-2434.3616387783704
PowerSupply,PowerSupply_38,0.0,2490.4692837461175,2490.4692837461175,39.0,5.000000000000001,4.0,Success,-2442.4692837461175
RAM,RAM_38,0.0,2498.005481363683,2498.005481363683,39.0,3.3552986512524092,4.0,Success,-2451.6501827124307
Computer,Computer_24,,2503.0252552333814,,5.0,,,Success,
Motherboard,Motherboard_38,0.0,2508.9167850250624,2508.9167850250624,39.0,5.0,4.0,Success,-2460.9167850250624
CoolingSystem,CoolingSystem_38,0.0,2517.5181583004514,2517.5181583004514,39.0,4.447731755424063,4.0,Success,-2470.070426545027
Storage,Storage_12,0.0,2525.3487193352325,2525.3487193352325,13.0,3.922532588454376,2.0,Success,-2506.426186746778
Processor,Processor_841,0.0,2526.0,2526.0,842.0,5.0,3.0,Success,-1676.0
Processor,Processor_39,0.0,2533.9124205012304,2533.9124205012304,40.0,5.0,2.0,Success,-2486.9124205012304
GraphicsCard,GraphicsCard_39,0.0,2542.029527578641,2542.029527578641,40.0,5.0,2.0,Success,-2495.029527578641
Box,Box_39,0.0,2549.12121758838,2549.12121758838,40.0,3.922532588454376,2.0,Success,-2503.1986849999257
PowerSupply,PowerSupply_39,0.0,2556.2920966154934,2556.2920966154934,40.0,5.000000000000001,2.0,Success,-2509.2920966154934
RAM,RAM_39,0.0,2562.791723650754,2562.791723650754,40.0,3.3552986512524092,2.0,Success,-2517.436424999502
Computer,Computer_25,,2567.116144526419,,5.0,,,Success,
Motherboard,Motherboard_39,0.0,2570.1132598584536,2570.1132598584536,40.0,5.0,2.0,Success,-2523.1132598584536
CoolingSystem,CoolingSystem_19,0.0,2578.77919740711,2578.77919740711,20.0,4.447731755424063,3.0,Success,-2551.331465651686
Processor,Processor_40,0.0,2587.65670603332,2587.65670603332,41.0,5.0,3.0,Success,-2538.65670603332
GraphicsCard,GraphicsCard_40,0.0,2597.516993733502,2597.516993733502,41.0,5.0,3.0,Success,-2548.516993733502
Box,Box_40,0.0,2605.8431219276713,2605.8431219276713,41.0,3.922532588454376,3.0,Success,-2557.920589339217
PowerSupply,PowerSupply_40,0.0,2613.8691083834665,2613.8691083834665,41.0,5.000000000000001,3.0,Success,-2564.8691083834665
RAM,RAM_40,0.0,2620.9422268437206,2620.9422268437206,41.0,3.3552986512524092,3.0,Success,-2573.5869281924683
Motherboard,Motherboard_40,0.0,2629.0183126470683,2629.0183126470683,41.0,5.0,3.0,Success,-2580.0183126470683
CoolingSystem,CoolingSystem_40,0.0,2636.955777277984,2636.955777277984,41.0,4.447731755424063,3.0,Success,-2588.5080455225598
Processor,Processor_41,0.0,2647.3585762160014,2647.3585762160014,42.0,5.0,4.0,Success,-2596.3585762160014
GraphicsCard,GraphicsCard_41,0.0,2656.680907323612,2656.680907323612,42.0,5.0,4.0,Success,-2605.680907323612
Storage,Storage_41,0.0,2665.0072237368345,2665.0072237368345,42.0,3.922532588454376,4.0,Success,-2615.08469114838
Computer,Computer_26,,2669.9857285991284,,5.0,,,Success,
Box,Box_41,0.0,2674.628440500493,2674.628440500493,42.0,3.922532588454376,4.0,Success,-2624.7059079120386
PowerSupply,PowerSupply_41,0.0,2685.5872457316805,2685.5872457316805,42.0,5.000000000000001,4.0,Success,-2634.5872457316805
RAM,RAM_41,0.0,2693.855621224817,2693.855621224817,42.0,3.3552986512524092,4.0,Success,-2644.5003225735645
Motherboard,Motherboard_41,0.0,2703.5951024873734,2703.5951024873734,42.0,5.0,4.0,Success,-2652.5951024873734
Motherboard,Motherboard_20,0.0,2714.243282270186,2714.243282270186,21.0,5.0,4.0,Success,-2684.243282270186
Processor,Processor_42,0.0,2723.2220382704477,2723.2220382704477,43.0,5.0,2.0,Success,-2673.2220382704477
GraphicsCard,GraphicsCard_42,0.0,2731.9425355373774,2731.9425355373774,43.0,5.0,2.0,Success,-2681.9425355373774
Storage,Storage_42,0.0,2739.5869379486767,2739.5869379486767,43.0,3.922532588454376,2.0,Success,-2690.664405360222
Box,Box_42,0.0,2745.82311287834,2745.82311287834,43.0,3.922532588454376,2.0,Success,-2696.9005802898855
RAM,RAM_42,0.0,2751.2027555102195,2751.2027555102195,43.0,3.3552986512524092,2.0,Success,-2702.8474568589672
Motherboard,Motherboard_42,0.0,2758.8258722652718,2758.8258722652718,43.0,5.0,2.0,Success,-2708.8258722652718
CoolingSystem,CoolingSystem_42,0.0,2765.6974631134613,2765.6974631134613,43.0,4.447731755424063,2.0,Success,-2716.249731358037
Computer,Computer_27,,2769.834203073893,,5.0,,,Success,
Processor,Processor_43,0.0,2775.3440675648067,2775.3440675648067,44.0,5.0,3.0,Success,-2723.3440675648067
GraphicsCard,GraphicsCard_43,0.0,2783.625421176109,2783.625421176109,44.0,5.0,3.0,Success,-2731.625421176109
Storage,Storage_43,0.0,2790.5923186270456,2790.5923186270456,44.0,3.922532588454376,3.0,Success,-2739.669786038591
Box,Box_43,0.0,2799.4940595120584,2799.4940595120584,44.0,3.922532588454376,3.0,Success,-2748.571526923604
PowerSupply,PowerSupply_43,0.0,2808.5943710784086,2808.5943710784086,44.0,5.000000000000001,3.0,Success,-2756.5943710784086
RAM,RAM_43,0.0,2815.4820832035384,2815.4820832035384,44.0,3.3552986512524092,3.0,Success,-2765.126784552286
Motherboard,Motherboard_43,0.0,2824.8728881351417,2824.8728881351417,44.0,5.0,3.0,Success,-2772.8728881351417
CoolingSystem,CoolingSystem_43,0.0,2832.6818815017677,2832.6818815017677,44.0,4.447731755424063,3.0,Success,-2781.2341497463435
Computer,Computer_28,,2838.649109566667,,5.0,,,Success,
Processor,Processor_44,0.0,2842.877021748249,2842.877021748249,45.0,5.0,4.0,Success,-2788.877021748249
GraphicsCard,GraphicsCard_44,0.0,2851.9596787336873,2851.9596787336873,45.0,5.0,4.0,Success,-2797.9596787336873
Storage,Storage_44,0.0,2860.30200401812,2860.30200401812,45.0,3.922532588454376,4.0,Success,-2807.3794714296655
Box,Box_44,0.0,2869.97586069445,2869.97586069445,45.0,3.922532588454376,4.0,Success,-2817.0533281059957
PowerSupply,PowerSupply_44,0.0,2879.389805938389,2879.389805938389,45.0,5.000000000000001,4.0,Success,-2825.389805938389
Motherboard,Motherboard_44,0.0,2889.943263881932,2889.943263881932,45.0,5.0,4.0,Success,-2835.943263881932
CoolingSystem,CoolingSystem_44,0.0,2899.976952248716,2899.976952248716,45.0,4.447731755424063,4.0,Success,-2846.5292204932916
Processor,Processor_45,0.0,2907.754567994372,2907.754567994372,46.0,5.0,2.0,Success,-2854.754567994372
GraphicsCard,GraphicsCard_45,0.0,2916.5225842916743,2916.5225842916743,46.0,5.0,2.0,Success,-2863.5225842916743
Storage,Storage_45,0.0,2924.413770490269,2924.413770490269,46.0,3.922532588454376,2.0,Success,-2872.4912379018147
Box,Box_45,0.0,2932.0072048623247,2932.0072048623247,46.0,3.922532588454376,2.0,Success,-2880.08467227387
PowerSupply,PowerSupply_45,0.0,2941.000077257223,2941.000077257223,46.0,5.000000000000001,2.0,Success,-2888.000077257223
RAM,RAM_45,0.0,2948.2450774214403,2948.2450774214403,46.0,3.3552986512524092,2.0,Success,-2896.889778770188
Computer,Computer_29,,2953.509300018599,,5.0,,,Success,
Motherboard,Motherboard_45,0.0,2955.5882013114533,2955.5882013114533,46.0,5.0,2.0,Success,-2902.5882013114533
CoolingSystem,CoolingSystem_45,0.0,2962.3597553106083,2962.3597553106083,46.0,4.447731755424063,2.0,Success,-2909.912023555184
Processor,Processor_46,0.0,2971.098308053334,2971.098308053334,47.0,5.0,3.0,Success,-2916.098308053334
GraphicsCard,GraphicsCard_46,0.0,2979.9762023259523,2979.9762023259523,47.0,5.0,3.0,Success,-2924.9762023259523
Storage,Storage_46,0.0,2986.983465527304,2986.983465527304,47.0,3.922532588454376,3.0,Success,-2933.0609329388494
Box,Box_46,0.0,2994.1850579300767,2994.1850579300767,47.0,3.922532588454376,3.0,Success,-2940.262525341622
PowerSupply,PowerSupply_46,0.0,3002.742352949847,3002.742352949847,47.0,5.000000000000001,3.0,Success,-2947.742352949847
RAM,RAM_46,0.0,3010.1666227781284,3010.1666227781284,47.0,3.3552986512524092,3.0,Success,-2956.811324126876
Computer,Computer_30,,3014.87740336587,,5.0,,,Success,
Motherboard,Motherboard_46,0.0,3019.6148666673516,3019.6148666673516,47.0,5.0,3.0,Success,-2964.6148666673516
CoolingSystem,CoolingSystem_46,0.0,3027.6204400033016,3027.6204400033016,47.0,4.447731755424063,3.0,Success,-2973.1727082478774
Processor,Processor_47,0.0,3037.563295120842,3037.563295120842,48.0,5.0,4.0,Success,-2980.563295120842
Storage,Storage_47,0.0,3045.6991013248007,3045.6991013248007,48.0,3.922532588454376,4.0,Success,-2989.7765687363462
Box,Box_47,0.0,3055.323516063728,3055.323516063728,48.0,3.922532588454376,4.0,Success,-2999.4009834752737
PowerSupply,PowerSupply_47,0.0,3064.571517054272,3064.571517054272,48.0,5.000000000000001,4.0,Success,-3007.571517054272
RAM,RAM_47,0.0,3073.797116472529,3073.797116472529,48.0,3.3552986512524092,4.0,Success,-3018.441817821277
Motherboard,Motherboard_47,0.0,3084.404835292649,3084.404835292649,48.0,5.0,4.0,Success,-3027.404835292649
CoolingSystem,CoolingSystem_47,0.0,3093.5757104200848,3093.5757104200848,48.0,4.447731755424063,4.0,Success,-3037.1279786646605
RAM,RAM_23,0.0,3102.866297237719,3102.866297237719,24.0,3.3552986512524092,4.0,Success,-3071.510998586467
Processor,Processor_48,0.0,3109.872776777274,3109.872776777274,49.0,5.0,2.0,Success,-3053.872776777274
GraphicsCard,GraphicsCard_48,0.0,3117.446916396718,3117.446916396718,49.0,5.0,2.0,Success,-3061.446916396718
Computer,Computer_31,,3121.6935340506275,,5.0,,,Success,
Storage,Storage_48,0.0,3125.2673522364853,3125.2673522364853,49.0,3.922532588454376,2.0,Success,-3070.344819648031
Box,Box_48,0.0,3131.723211562346,3131.723211562346,49.0,3.922532588454376,2.0,Success,-3076.8006789738915
PowerSupply,PowerSupply_48,0.0,3138.9220054451434,3138.9220054451434,49.0,5.000000000000001,2.0,Success,-3082.9220054451434
RAM,RAM_48,0.0,3146.0869824788606,3146.0869824788606,49.0,3.3552986512524092,2.0,Success,-3091.7316838276083
Motherboard,Motherboard_48,0.0,3153.795953679941,3153.795953679941,49.0,5.0,2.0,Success,-3097.795953679941
Processor,Processor_49,0.0,3163.5379406433776,3163.5379406433776,50.0,5.0,3.0,Success,-3105.5379406433776
GraphicsCard,GraphicsCard_49,0.0,3172.745486898345,3172.745486898345,50.0,5.0,3.0,Success,-3114.745486898345
